age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,net_capital,has_capital_gain,has_capital_loss,work_intensity,is_full_time
21.0,Private,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
18.0,Private,8.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K,0.0,0,0,0.25,0
21.0,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
76.0,Self-emp-inc,5.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
51.0,Federal-gov,10.0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0.0,0.0,70.0,United-States,<=50K,0.0,0,0,1.75,1
26.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,56.0,United-States,<=50K,0.0,0,0,1.4,1
18.0,Private,8.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
18.0,Private,7.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
59.0,Private,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
33.0,Self-emp-not-inc,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,72.0,United-States,<=50K,0.0,0,0,1.8,1
25.0,Private,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K,0.0,0,0,0.25,0
48.0,Private,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=50K,0.0,0,0,0.25,0
64.0,Private,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,5.0,United-States,<=50K,0.0,0,0,0.125,0
47.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,>50K,0.0,0,0,1.125,1
26.0,Private,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
36.0,Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,>50K,0.0,0,0,1.2,1
21.0,Private,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
54.0,Private,4.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
30.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,44.0,United-States,<=50K,0.0,0,0,1.1,1
41.0,Self-emp-not-inc,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
34.0,Private,10.0,Never-married,Sales,Other-relative,Black,Male,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
20.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
24.0,Private,6.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,49.0,El-Salvador,<=50K,0.0,0,0,1.225,1
26.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
25.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K,0.0,0,0,1.2,1
35.0,Private,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,36.0,United-States,<=50K,0.0,0,0,0.9,1
41.0,Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
33.0,Private,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
18.0,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
27.0,Self-emp-inc,9.0,Separated,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K,0.0,0,0,0.95,1
32.0,Private,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
51.0,Local-gov,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
38.0,Private,11.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
41.0,Local-gov,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
38.0,Self-emp-not-inc,11.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
54.0,Private,5.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,0.0,0,0,1.125,1
30.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,Outlying-US(Guam-USVI-etc),<=50K,0.0,0,0,1.5,1
31.0,Private,10.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
26.0,State-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
29.0,Private,14.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
61.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,0.0,0,0,1.25,1
24.0,Private,10.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K,0.0,0,0,1.125,1
22.0,Private,8.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
34.0,Private,12.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
42.0,Private,10.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
24.0,Private,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
42.0,Self-emp-not-inc,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
39.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,>50K,0.0,0,0,1.25,1
20.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
51.0,Private,7.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
68.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
28.0,Federal-gov,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,48.0,United-States,<=50K,0.0,0,0,1.2,1
43.0,Private,9.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
35.0,Private,10.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
44.0,Private,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
41.0,Private,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
44.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,0.0,0,0,1.125,1
20.0,Private,9.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
46.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,75.0,United-States,>50K,0.0,0,0,1.875,1
32.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
46.0,Private,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
26.0,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,24.0,United-States,<=50K,0.0,0,0,0.6,0
20.0,Private,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,<=50K,0.0,0,0,1.0,1
36.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
49.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
36.0,Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K,0.0,0,0,1.125,1
22.0,Private,10.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
52.0,Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
42.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,0.0,0,0,1.25,1
22.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
72.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,16.0,United-States,<=50K,0.0,0,0,0.4,0
30.0,Local-gov,13.0,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
44.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
23.0,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K,0.0,0,0,1.125,1
22.0,Private,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
59.0,Private,13.0,Separated,Adm-clerical,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K,0.0,0,0,1.5,1
46.0,Private,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
30.0,Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K,0.0,0,0,1.0,1
64.0,Federal-gov,4.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,30.0,Puerto-Rico,<=50K,0.0,0,0,0.75,0
31.0,Private,10.0,Married-civ-spouse,Sales,Wife,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
64.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
45.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
32.0,Private,9.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,Jamaica,<=50K,0.0,0,0,1.0,1
43.0,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
23.0,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K,0.0,0,0,1.125,1
49.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
32.0,Private,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K,0.0,0,0,1.0,1
49.0,Private,11.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
33.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
28.0,Private,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,85.0,United-States,<=50K,0.0,0,0,2.125,1
47.0,Private,9.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
41.0,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
34.0,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
25.0,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
20.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
21.0,Private,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K,0.0,0,0,0.375,0
25.0,Private,9.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
46.0,Private,5.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
37.0,Private,2.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,<=50K,0.0,0,0,1.0,1
41.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,56.0,United-States,>50K,0.0,0,0,1.4,1
30.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
54.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
35.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K,0.0,0,0,2.475,1
58.0,Private,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,12.0,United-States,<=50K,0.0,0,0,0.3,0
21.0,Private,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,25.0,Ecuador,<=50K,0.0,0,0,0.625,0
35.0,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
35.0,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,United-States,>50K,0.0,0,0,2.0,1
19.0,Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
48.0,Private,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
56.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Nicaragua,<=50K,0.0,0,0,1.0,1
65.0,Self-emp-not-inc,10.0,Widowed,Craft-repair,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
40.0,Private,13.0,Separated,Adm-clerical,Unmarried,Black,Male,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
26.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
45.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
26.0,Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
32.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
22.0,Self-emp-not-inc,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K,0.0,0,0,1.2,1
37.0,Private,11.0,Separated,Prof-specialty,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K,0.0,0,0,0.95,1
25.0,Private,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K,0.0,0,0,1.0,1
64.0,Private,2.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,53.0,United-States,<=50K,0.0,0,0,1.325,1
46.0,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,>50K,0.0,0,0,1.2,1
30.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,27.0,United-States,<=50K,0.0,0,0,0.675,0
63.0,Private,12.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
51.0,Local-gov,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
68.0,Self-emp-not-inc,4.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16.0,United-States,<=50K,0.0,0,0,0.4,0
36.0,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,Canada,<=50K,0.0,0,0,1.25,1
28.0,Self-emp-inc,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
41.0,Local-gov,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
47.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
22.0,Private,10.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
33.0,Private,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0.0,0.0,80.0,Philippines,<=50K,0.0,0,0,2.0,1
46.0,Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
28.0,Private,10.0,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
36.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,52.0,United-States,>50K,0.0,0,0,1.3,1
18.0,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
56.0,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
54.0,Private,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
29.0,Private,9.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
40.0,Private,10.0,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,84.0,United-States,<=50K,0.0,0,0,2.1,1
22.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K,0.0,0,0,0.875,1
33.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
28.0,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
63.0,Private,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,12.0,United-States,<=50K,0.0,0,0,0.3,0
37.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
50.0,Federal-gov,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
22.0,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
40.0,Federal-gov,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
21.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
25.0,Private,12.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,Jamaica,<=50K,0.0,0,0,1.0,1
20.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
43.0,Federal-gov,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
29.0,Private,11.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
32.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
42.0,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,0.0,0,0,1.25,1
33.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,<=50K,0.0,0,0,1.0,1
27.0,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
22.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,Iran,<=50K,0.0,0,0,1.0,1
29.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K,0.0,0,0,0.95,1
29.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
20.0,Private,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
35.0,Private,6.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
33.0,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
46.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,10.0,United-States,<=50K,0.0,0,0,0.25,0
45.0,Private,5.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
17.0,Local-gov,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
48.0,Self-emp-not-inc,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,Jamaica,>50K,0.0,0,0,1.0,1
49.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
20.0,Private,10.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
64.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
53.0,Federal-gov,10.0,Separated,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
52.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
29.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K,0.0,0,0,1.375,1
48.0,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,>50K,0.0,0,0,0.5,0
30.0,Private,10.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K,0.0,0,0,1.0,1
34.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,0.0,0,0,0.5,0
19.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
39.0,Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
28.0,Private,7.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
17.0,Private,8.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=50K,0.0,0,0,0.25,0
54.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,0.0,0,0,1.25,1
25.0,Private,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
25.0,Private,7.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,12.0,United-States,<=50K,0.0,0,0,0.3,0
24.0,Private,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
31.0,Private,10.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,Taiwan,<=50K,0.0,0,0,1.25,1
47.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
45.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.0,0,0,1.0,1
19.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,0.0,0,0,0.625,0
52.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
19.0,Private,9.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,12.0,South,<=50K,0.0,0,0,0.3,0
60.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K,0.0,0,0,0.7,0
43.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,0.0,0,0,1.25,1
24.0,Private,12.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K,0.0,0,0,0.75,0
20.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0,0,0,1.0,1
